gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group E,associate's degree,free/reduced,completed,86,83,87
female,group B,bachelor's degree,standard,none,75,73,76
male,group D,bachelor's degree,free/reduced,completed,75,80,75
female,group C,associate's degree,standard,completed,73,80,91
female,group B,bachelor's degree,standard,none,50,63,67
male,group D,some college,standard,completed,70,60,68
male,group D,bachelor's degree,standard,none,88,81,80
male,group E,some college,free/reduced,completed,83,74,70
male,group C,associate's degree,free/reduced,completed,66,69,67
female,group C,associate's degree,standard,completed,74,75,82
male,group B,bachelor's degree,standard,none,60,55,53
female,group C,some college,free/reduced,completed,41,65,68
male,group A,bachelor's degree,standard,none,64,62,61
female,group D,some college,standard,completed,80,83,90
male,group B,high school,standard,none,59,60,45
male,group D,some high school,standard,none,70,70,59
male,group B,associate's degree,standard,none,82,73,72
female,group C,associate's degree,standard,none,67,77,75
female,group E,some college,standard,none,69,70,74
female,group D,some college,free/reduced,completed,67,86,86
male,group E,associate's degree,standard,completed,65,61,63
male,group B,associate's degree,standard,completed,91,92,91
male,group C,high school,standard,none,90,88,89
male,group D,associate's degree,standard,none,63,53,56
male,group C,some college,standard,none,64,59,64
male,group C,associate's degree,standard,none,84,73,78
male,group C,high school,standard,none,90,74,68
female,group D,master's degree,standard,none,54,67,72
female,group D,some college,free/reduced,none,68,84,82
male,group C,some college,free/reduced,none,66,63,51
female,group D,some college,standard,completed,67,77,76
female,group D,some high school,standard,none,52,62,59
female,group C,associate's degree,standard,completed,66,84,82
female,group D,associate's degree,free/reduced,completed,40,59,61
female,group D,some college,free/reduced,completed,57,79,79
male,group C,high school,standard,none,73,76,70
female,group E,associate's degree,free/reduced,none,51,55,53
female,group C,associate's degree,free/reduced,completed,67,68,67
female,group B,master's degree,free/reduced,completed,52,71,66
male,group D,some high school,standard,completed,90,76,78
male,group C,associate's degree,standard,none,76,76,66
female,group C,some college,free/reduced,none,29,41,35
female,group B,high school,free/reduced,completed,79,85,83
male,group A,bachelor's degree,standard,completed,82,80,82
female,group C,some college,standard,none,82,90,95
male,group E,some college,free/reduced,none,91,89,83
male,group A,associate's degree,standard,none,65,60,60
male,group E,high school,standard,none,85,73,72
female,group E,associate's degree,standard,none,97,100,100
female,group B,master's degree,free/reduced,completed,77,95,95
male,group C,associate's degree,free/reduced,completed,66,49,60
male,group E,some high school,standard,none,82,65,62
male,group C,some high school,free/reduced,none,60,59,56
male,group C,bachelor's degree,standard,completed,94,91,91
female,group B,some college,free/reduced,completed,52,59,57
male,group C,master's degree,standard,none,81,77,78
male,group C,associate's degree,standard,none,50,35,34
male,group C,high school,standard,none,71,82,70
male,group D,associate's degree,free/reduced,none,80,77,69
male,group C,associate's degree,free/reduced,none,75,68,65
female,group D,some high school,standard,completed,66,75,76
female,group D,associate's degree,standard,completed,89,92,99
male,group E,associate's degree,free/reduced,none,49,43,39
female,group B,high school,standard,completed,78,79,88
male,group A,associate's degree,free/reduced,none,46,61,44
male,group E,high school,standard,none,70,53,55
male,group D,some college,standard,none,73,62,62
female,group D,some high school,standard,none,60,81,81
female,group D,bachelor's degree,free/reduced,none,31,37,48
male,group E,associate's degree,free/reduced,completed,76,68,67
female,group B,bachelor's degree,standard,completed,64,80,81
female,group B,some high school,free/reduced,completed,76,92,87
female,group C,high school,free/reduced,none,44,47,41
female,group B,some high school,standard,completed,66,79,77
female,group B,bachelor's degree,standard,none,79,83,83
female,group D,some high school,free/reduced,none,68,88,85
female,group B,associate's degree,free/reduced,completed,69,75,82
male,group C,associate's degree,standard,completed,73,80,71
female,group B,some high school,free/reduced,completed,71,89,90
female,group C,some high school,standard,completed,87,90,95
female,group C,bachelor's degree,free/reduced,completed,61,82,82
male,group C,high school,standard,none,69,77,76
female,group C,some high school,standard,completed,76,84,83
male,group A,bachelor's degree,standard,none,75,68,66
female,group C,some college,standard,none,61,71,67
male,group C,some college,free/reduced,none,72,67,60
female,group B,some college,standard,none,72,77,80
female,group C,some high school,free/reduced,none,42,55,52
male,group E,associate's degree,free/reduced,completed,77,72,68
female,group B,master's degree,free/reduced,completed,55,74,77
male,group D,associate's degree,free/reduced,none,78,78,72
female,group D,high school,free/reduced,none,49,57,53
female,group E,associate's degree,standard,none,83,93,90
female,group D,master's degree,standard,none,55,65,69
female,group C,high school,free/reduced,none,34,39,43
male,group C,associate's degree,free/reduced,completed,67,71,68
female,group C,associate's degree,standard,completed,68,86,85
male,group B,associate's degree,free/reduced,none,66,62,58
male,group C,bachelor's degree,free/reduced,none,57,61,55
female,group C,some high school,free/reduced,none,43,54,53
male,group E,some high school,standard,completed,88,85,75
male,group E,master's degree,standard,none,89,84,85
female,group D,some high school,standard,none,77,71,69
female,group C,some college,free/reduced,completed,60,72,72
male,group C,some college,standard,completed,78,79,78
male,group C,bachelor's degree,standard,completed,89,81,81
male,group E,high school,free/reduced,completed,56,56,56
female,group C,associate's degree,standard,completed,62,73,74
male,group D,high school,free/reduced,completed,72,68,63
female,group C,some college,standard,none,60,74,69
female,group C,high school,standard,none,62,73,68
male,group A,some college,free/reduced,none,58,61,56
female,group C,high school,free/reduced,none,55,73,63
female,group C,some college,standard,none,55,64,67
female,group D,some high school,standard,completed,97,100,98
male,group B,some high school,standard,none,69,64,58
female,group C,some high school,standard,none,81,88,86
female,group C,bachelor's degree,standard,completed,76,93,96
male,group A,high school,standard,completed,70,77,77
female,group D,some high school,standard,none,57,69,65
female,group E,associate's degree,standard,completed,81,87,93
male,group C,high school,standard,completed,71,59,51
female,group D,master's degree,standard,none,86,100,100
male,group C,high school,standard,none,66,59,51
male,group B,some college,standard,none,57,50,42
female,group C,some college,standard,none,73,72,67
female,group B,associate's degree,standard,none,73,81,73
female,group D,high school,standard,none,78,81,82
male,group A,high school,free/reduced,none,47,40,40
male,group E,some high school,standard,completed,70,52,56
female,group D,some high school,standard,none,82,99,97
male,group E,associate's degree,standard,none,73,67,65
female,group A,associate's degree,standard,none,82,94,92
male,group C,some high school,free/reduced,none,80,75,65
female,group B,high school,standard,none,66,79,73
male,group C,high school,standard,none,88,74,71
female,group C,some high school,free/reduced,none,49,55,52
female,group C,bachelor's degree,free/reduced,completed,68,73,78
female,group C,some college,standard,none,85,81,90
female,group D,high school,standard,none,70,71,78
male,group C,high school,standard,completed,51,52,49
female,group C,some college,standard,none,53,70,64
female,group B,bachelor's degree,standard,none,74,81,77
female,group C,some college,standard,completed,63,77,82
female,group E,associate's degree,standard,completed,82,86,87
male,group B,associate's degree,free/reduced,none,55,59,57
female,group C,associate's degree,standard,completed,60,76,78
female,group B,some college,free/reduced,none,57,72,67
female,group D,associate's degree,standard,none,70,75,72
female,group D,some college,standard,none,79,86,77
female,group A,some high school,standard,completed,97,100,99
female,group B,some college,standard,none,74,74,74
male,group C,high school,free/reduced,none,52,70,59
female,group D,some college,standard,none,74,91,86
male,group C,some college,standard,none,50,40,37
male,group D,bachelor's degree,standard,none,66,60,58
male,group D,some high school,standard,completed,86,76,77
male,group B,associate's degree,free/reduced,completed,58,61,51
female,group B,bachelor's degree,free/reduced,none,75,82,82
female,group D,associate's degree,standard,none,66,68,70
male,group D,some college,standard,none,89,76,77
male,group E,associate's degree,free/reduced,none,89,92,83
male,group C,high school,standard,none,84,78,75
female,group E,some college,free/reduced,completed,73,90,87
female,group B,some college,free/reduced,completed,45,57,56
female,group E,some high school,standard,completed,77,85,86
female,group C,associate's degree,standard,none,82,78,77
female,group A,high school,standard,none,54,74,74
male,group D,bachelor's degree,free/reduced,none,59,67,70
male,group B,associate's degree,free/reduced,completed,58,58,56
